,0,1,2,3,4,5,countries,topics,tweet_clean
430,1.56e+18,2022-08-17 12:08:23+00:00,"The Underground strikes back: clandestine Ukrainian resistance cells are spotting targets, sabotaging rail lines and killing those deemed collaborators as they seek to unnerve Russian forces. https://t.co/MIyPIWTA6z #Ukraine #SOF #UnconventiuonalWarfare #Commando #Resistance",Brussels,0,0,United Kingdom,Europe,Underground strikes back clandestine Ukrainian resistance cells spotting targets sabotaging rail lines killing deemed collaborators seek unnerve Russian forces
431,1.56e+18,2022-08-17 12:08:00+00:00,WATCH: Putin Accuses the U.S. of Purposely Prolonging #Ukraine War https://t.co/zQ6sdxWi3Z https://t.co/wk2zZscawV,Brussels,15,44,United Kingdom,Europe,WATCH Putin Accuses U.S. Purposely Prolonging
432,1.56e+18,2022-08-17 12:07:03+00:00,"A sign that Russia is desperate for more soldiers
 #UkraineRussiaWar  #Ukraine #UkraineWar https://t.co/3nG1oTonyp",Brussels,0,1,United Kingdom,Europe,sign Russia desperate soldiers
433,1.56e+18,2022-08-17 12:06:52+00:00,"When fascism came to Europe again, the German government took a break and did as least as possible to stop it. In some cases even enabled it. What a disgrace. 
#scholz #ScholzIstEineSchande #germany #ukraine #StopRussiaNOW https://t.co/O28BTN9de5",Brussels,0,0,United Kingdom,Europe,When fascism came Europe German government took break least possible stop cases even enabled What disgrace
435,1.56e+18,2022-08-17 12:06:26+00:00,"Russian people didn't start the war, but a certain point we have to realize that they are supporting the war.
It is not right that Russian citizen can travel into Europe be tourists, sightseeing, while Russia is killing people in Ukraine. It's not right. It is wrong. @MarinSanna https://t.co/qkdkDuE7x7",Brussels,0,0,United Kingdom,Europe,Russian people start certain point realize supporting war.It right Russian citizen travel Europe tourists sightseeing Russia killing people Ukraine right wrong
439,1.56e+18,2022-08-17 12:06:21+00:00,"Russia caused this crisis when they stepped up their genocidal war against Ukraine in February.

This isn't about monetary policy. Fiscal policy matters only to mitigate the price increases at home and providing all possible support to Ukrainians fighting &amp; dying for all of us. https://t.co/FblDx79Ctd",Brussels,0,1,United Kingdom,Europe,Russia caused crisis stepped genocidal Ukraine February.This monetary policy Fiscal policy matters mitigate price increases home providing possible support Ukrainians fighting dying
441,1.56e+18,2022-08-17 12:06:00+00:00,"""Countries are asking: 'Is it really so wise to be among those who beat down #Russia?',"" said Olaf Wientzek, director of the Geneva office of the German Konrad Adenauer Foundation. #Ukraine #UnitedNations By @michellenichols @REUTERSFARGE 
https://t.co/GExyWimnls",Brussels,2,2,United Kingdom,Europe,Countries asking really wise among beat said Olaf Wientzek director Geneva office German Konrad Adenauer Foundation
442,1.56e+18,2022-08-17 12:05:58+00:00,"Behind Enemy Lines, Ukrainians Tell Russians ‘You Are Never Safe’ - The New York Times https://t.co/NntFfq5dVg",Brussels,0,1,United Kingdom,Europe,Behind Enemy Lines Ukrainians Tell Russians Never Safe York Times
444,1.56e+18,2022-08-17 12:05:56+00:00,"Russia, West vie for influence amid Africa caution on Ukraine war
https://t.co/wQ7F8HODjP",Brussels,0,0,United Kingdom,Europe,Russia West influence amid Africa caution Ukraine
445,1.56e+18,2022-08-17 12:05:00+00:00,"Almost six months into Russia's war in Ukraine, both sides are stuck in a war of attrition and bracing for a brutal autumn and winter if there's no negotiated settlement. @CAGlobalAffairs's Colin Robertson catches us up.",Brussels,0,0,United Kingdom,Europe,Almost months Russia Ukraine sides stuck attrition bracing brutal autumn winter negotiated settlement Colin Robertson catches
446,1.56e+18,2022-08-17 12:04:44+00:00,Explosions in annexed Crimea highlights Russia’s woes in Ukraine war https://t.co/EFv9OhvLGf,Brussels,0,0,United Kingdom,Europe,Explosions annexed Crimea highlights Russias woes Ukraine
447,1.56e+18,2022-08-17 12:04:38+00:00,"""#Talented guys from #Kazakhstan with a #video in #support of #Ukraine"" 

#RussiaIsATerroristState 
#StandWithUkraine️ https://t.co/vtosmjvwD4",Brussels,1,4,United Kingdom,Europe,guys
454,1.56e+18,2022-08-17 12:04:36+00:00,Scott Ritter: Ukrainian patriots were betrayed by their government when it invited U.S. and NATO interests to use Ukraine as a vehicle against Russia.,Brussels,1,6,United Kingdom,Europe,Scott Ritter Ukrainian patriots betrayed government invited U.S. NATO interests Ukraine vehicle Russia
457,1.56e+18,2022-08-17 12:04:20+00:00,What the Chinese Army Is Learning From Russia’s Ukraine War https://t.co/PUdD7ht9v7 via @EvanFeigenbaum,Brussels,1,10,United Kingdom,Europe,What Chinese Army Learning From Russias Ukraine
581,1.56e+18,2022-08-17 11:57:00+00:00,"🪖 Armed forces of #Ukraine currently do not need to increase the total number of personnel, specific specialists are subject to mobilization, - Defense Minister Oleksiy Reznikov

#StandWithUkraine #UkraineWar #RussiaIsATerrorristState https://t.co/0iRBwAAPBZ","California, USA",9,19,United States,USA,Armed forces currently need increase total number personnel specific specialists subject mobilization Defense Minister Oleksiy Reznikov
582,1.56e+18,2022-08-17 11:56:44+00:00,Busy busy busy prepping for our #Ukraine 🇺🇦 conference for animals coming in *September*. @KateNWF has spent the morning talking with our Polish 🇵🇱 partner about the mental health of dogs from a war zone. Registration details to follow to join us online! 🐾🐕 @hi_sight https://t.co/xIHv1LAZao,"California, USA",5,19,United States,USA,Busy busy busy prepping conference animals coming September spent morning talking Polish partner mental health dogs zone Registration details follow join online
583,1.56e+18,2022-08-17 11:56:17+00:00,Putin warned ‘Crimea is coming back to Ukraine’ and the constant attacks are a ‘significant advantage’ #Crimea #Ukraine #Russia - https://t.co/Gz1q8mBGdA https://t.co/9N59QUrXMC,"California, USA",0,2,United States,USA,Putin warned Crimea coming back Ukraine constant attacks significant advantage
584,1.56e+18,2022-08-17 11:56:16+00:00,"⚡️Autonomous Republic of #Crimea: Series of Ukrainian attacks in the last days elevated morale of liberating forces and next target may be the Kerch Bridge, illegally built by Russia in 2018

https://t.co/7jUUlQpr6j
#WARINUKRAINE #UKRAINEWAR #UKRAINERUSSIAWAR #UKRAINE https://t.co/RjljV4lzBi","California, USA",3,8,United States,USA,Autonomous Republic Series Ukrainian attacks last days elevated morale liberating forces next target Kerch Bridge illegally built Russia
585,1.56e+18,2022-08-17 11:56:14+00:00,"Russian missiles fired at Ukrainian positions in #Donbass.
#Ukraine #Russia #Russia_Ukraine https://t.co/OURp94OuK3","California, USA",1,9,United States,USA,Russian missiles fired Ukrainian positions
587,1.56e+18,2022-08-17 11:56:06+00:00,"Remember at the beginning of the Russian invasion of Ukraine, I said that if you truly wanted NATO to send troops, you should buy a shovel so you could bury your family? That was pretty upsetting, huh?

I WASN'T FUCKING KIDDING!

https://t.co/gZ9kilJg3K","California, USA",0,0,United States,USA,Remember beginning Russian invasion Ukraine said truly wanted NATO send troops shovel could bury family That pretty upsetting FUCKING KIDDING
589,1.56e+18,2022-08-17 11:56:03+00:00,"Russia: Ukraine, Interview of the liquidated battalion ""Azov"" and the battalion commander of the Marines Sergei Volynsky. Some of them still don't understand...17-08-2022 https://t.co/PoyuPKFeGt","California, USA",0,0,United States,USA,Russia Ukraine Interview liquidated battalion Azov battalion commander Marines Sergei Volynsky Some still understand 17-08-2022
590,1.56e+18,2022-08-17 11:56:00+00:00,"Collaborate or resist? Patriotism, poverty and self-interest are pulling Luhansk’s people apart https://t.co/KylotxHASC","California, USA",0,2,United States,USA,Collaborate resist Patriotism poverty self-interest pulling Luhansks people apart
591,1.56e+18,2022-08-17 11:55:56+00:00,"Enjoying the great outdoors!

Took our #Ukrainian students on a camping/canoe trip to Algonquin Provincial Park 🌲🇨🇦

Thanks @mikebrudno for your leadership! 

@UofTCompSci @UofT @VectorInst #Ukraine #Canada https://t.co/caT8wY93lL","California, USA",0,9,United States,USA,Enjoying great outdoors Took students camping/canoe trip Algonquin Provincial Park Thanks leadership
596,1.56e+18,2022-08-17 12:01:03+00:00,"#odessa #odesa #ukraine #одесса
Now: 29.2°C
Today's Min: 22.4°C at 04:48:34
Today's Max: 31.5°C at 12:55:40
Month's Min: 19.3°C at 2022-08-03 05:39:45
Month's Max: 33.8°C at 2022-08-07 14:46:05",Украина,0,0,Ukraine,Europe,CToday :48:34Today :55:40Month -08-03 :39:45Month -08-07 :46:05
772,1.56e+18,2022-08-17 11:32:06+00:00,Crimea ‘sabotage’ highlights Russia’s woes in Ukraine war | Russia-Ukraine war News | Al Jazeera https://t.co/dbJWOTnQVi,Chicago,0,0,United States,USA,Crimea sabotage highlights Russias woes Ukraine Russia-Ukraine News Jazeera
773,1.56e+18,2022-08-17 11:32:04+00:00,Dead &amp; maimed Russians &amp; shattered weapons are the currency of this war and Ukraine seems to be cashing in. How many dead and shattered Russians will It take before the Russian people start to grumble at Putin? https://t.co/tXSzpNkO2d,Chicago,0,0,United States,USA,Dead maimed Russians shattered weapons currency Ukraine seems cashing many dead shattered Russians take Russian people start grumble Putin
774,1.56e+18,2022-08-17 11:31:30+00:00,".@WHO has verified 25 additional attacks on health care in #Ukraine.
As of 17 August, 459 attacks on health care have been verified in Ukraine. They took place between 24 February and 1 August &amp; caused 98 deaths and 134 injuries.
Health care should never be a target. 
#NotATarget https://t.co/euLYjrCSmI",Chicago,6,11,United States,USA,verified additional attacks health care August attacks health care verified Ukraine They took place February August caused deaths injuries.Health care never target
775,1.56e+18,2022-08-17 11:31:23+00:00,Check out this new art print that I uploaded to https://t.co/f1IowKhpIZ! https://t.co/o2HG0V2KiK #PutinWarCrimes #Russia #Russian #Ukraine #UkraineUnderAttack #women #ForcedBreeding #GOPTraitors #nuclear #BlueWave #hatecrimes #TrumpCoupAttempt #Jan6 #EspionageTrump #VoteBlue,Chicago,0,0,United States,USA,Check print uploaded
782,1.56e+18,2022-08-17 11:31:07+00:00,"Russian army hits Zatoka, a town in southern Ukraine, with missiles. That's the place where thousands of Ukrainians used to go for vacation to enjoy the cheapest vacation options ever. They just sat eating water melons on the seashore. Now the town is in flames. Russia'll regret. https://t.co/7Qcmv64Pkw",Chicago,5,6,United States,USA,Russian army hits Zatoka town southern Ukraine missiles That place thousands Ukrainians used vacation enjoy cheapest vacation options ever They eating water melons seashore town flames Russia regret
783,1.56e+18,2022-08-17 11:31:04+00:00,Check out this new framed print that I uploaded to https://t.co/f1IowKhXyx! https://t.co/dPbqgmyOd6 #PutinWarCrimes #Russia #Russian #Ukraine #UkraineUnderAttack #women #ForcedBreeding #GOPTraitors #nuclear #BlueWave #hatecrimes #TrumpCoupAttempt #Jan6 #EspionageTrump #VoteBlue,Chicago,0,0,United States,USA,Check framed print uploaded
940,1.56e+18,2022-08-17 11:15:48+00:00,"Russia's invasion of Ukraine has led to global soul-searching about overreliance on Russian oil and gas, but a new drama is unfolding over another of Russia's major exports: diamonds 'via @nytimes'

https://t.co/rcRPRAGMUB","Delhi, India",0,1,India,Middle East,Russia invasion Ukraine global soul-searching overreliance Russian drama unfolding another Russia major exports diamonds 'via
941,1.56e+18,2022-08-17 11:15:42+00:00,"JEWISH PEOPLE LEAVE RUSSIA 
AS TRUST IS BROKEN.
Ukraine war: Thousands of Jews quit Russia amid fears of persecution
https://t.co/6J77JAoB55","Delhi, India",2,1,India,Middle East,JEWISH PEOPLE LEAVE RUSSIA TRUST BROKEN.Ukraine Thousands Jews quit Russia amid fears persecution
942,1.56e+18,2022-08-17 11:15:29+00:00,"Over on this side of the pond, both main parties have, over the last four decades, demonstrated statistically meaningful levels of gross #economic incompetence.  #recession #oil #gas #russian #energy #Ukraine #gold READ: Big Bang Theory - https://t.co/YDy1CiK0Px https://t.co/5gm3q7m7Ll","Delhi, India",0,1,India,Middle East,Over side pond main parties last four decades demonstrated statistically meaningful levels gross incompetence READ Bang Theory
944,1.56e+18,2022-08-17 11:15:25+00:00,These are #Ukraine's top 3 food exports. (World Economic Forum) #War @wef https://t.co/F2lC394R9G,"Delhi, India",5,10,India,Middle East,These food exports World Economic Forum
946,1.56e+18,2022-08-17 11:14:51+00:00,"Just had a thought:

I've heard somewhere people saying that accepting russia to NATO would solve all the problems.

Have we not learned about russian conduct in UN? They're committing and genocide and their rep is lying through his teeth, blaming Ukraine for it.","Delhi, India",3,26,India,Middle East,Just thought heard somewhere people saying accepting russia NATO would solve problems.Have learned russian conduct They committing genocide lying teeth blaming Ukraine
947,1.56e+18,2022-08-17 11:14:43+00:00,"Putin's mental decline continues as his murder spree expands. Kremlin cowards bury their heads in the sand ignoring genocide. The Jews see the rise of another Hitler in him.
Ukraine war: Russia launches missile attack on strategic Odesa region https://t.co/3IHdmDwNNy","Delhi, India",0,0,India,Middle East,Putin mental decline continues murder spree expands Kremlin cowards bury heads sand ignoring genocide Jews rise another Hitler him.Ukraine Russia launches missile attack strategic Odesa region
